selecteer,uuid,entity_thumb,ft_fotonummer,photoid,ft_datum_jaar,ft_omschrijving,auteursrechten_vervaardiger_naam
,042b393f-4049-4846-9721-f7e56fded9d3,,{0.65794},{HGA001437783},1975,"Spui met achterzijde van huizen (even nummers) en de nrs. 173A-167. Op de achtergrond de nieuwe Kerk, gezien vanaf de Turfmarkt","Kempff, P.G."
,0431c223-0e75-409a-a104-d028c0b965a7,,{0.40857},{HGA001410664},1982,"Laakhaven, vanaf de Calandbrug","Kempff, P.G."
,0435076c-3234-49f8-8160-75f21afc024c,,{0.21678},{HGA001065647},1978,"Gevers Deynootweg, Palace Hotel, sierpleisterwerk","Kempff, P.G."
,0446b5f0-e442-44b6-91df-e6334747cb81,,{0.67056},{HGA001440279},1964,President Kennedylaan nrs. 27-31,Stokvis
,04476627-9c01-48fc-ab06-2342350fa92b,,{0.31460},{HGA001404302},1981,"Jan Wapstraat nrs. 148-156, ter hoogte van de Hugo Verrieststraat","Kempff, P.G."
,044cac65-925f-4b59-8b30-3d1c7b34af1a,,{0.63534},{HGA001435535},1971,"Scheveningseweg nr. 42, Villa 'Henny' (architect H.P. Berlage)",Stokvis
,04589d37-f793-4e27-89bf-b9888c918e94,,{0.73530},{HGA001244978},1992,"Van Trigtstraat, school (nrs. 1-5)","Kempff, P.G."
,046125b3-c15e-4bc5-ad5b-596ed0c62550,,{0.20542},{HGA001064516},1981,"De Genestetlaan nrs. 260 en lager, gezien van de Linnaeusstraat richting Jonckbloetplein","Kempff, P.G."
,04612cd7-0ead-422c-b168-210bca3e6375,,{0.60474},{HGA001432482},1975,"Riouwstraat nr. 1, gebouw van de Antroposofische Vereniging in Nederland","Kempff, P.G."
,04622ff6-23af-4adb-a1ab-a95c738daade,,{870001},{HGA001301601},1973,Kustlijn ter hoogte van Kijkduin; het Atlantic Hotel en de Promenade zijn nog niet gebouwd,Stokvis
,04628ff9-17ca-4755-842e-1b41953bbf27,,{0.36450},{HGA001406275},1980,"Keggestraat nrs. 18-28, gezien naar de Beetsstraat","Kempff, P.G."
,04690b49-39ef-4faf-9c1b-d9f5ed086ce9,,{5.05302},{HGA001198069},1950,"Nicolaas Maasland (geboren 26-8-1896, overl. 24-7-1968), hoofdopzichter-conciërge bij het Haags Gemeentemuseum. Hij vierde op 13 augustus 1959 zijn 40-jarig jubileum als ambtenaar bij de gemeente Den Haag en ging in de zomer van 1961 met pensioen",Stokvis
,04873e73-e7f5-4df6-8019-3883711d390c,,{870612},{HGA001870612},1975,"Dunne Bierkade, spreuk boven poort Wat ziet gij den splinter in het oog van uw broeder, maar den balk in uw eigen oog bemerkt gij niet? (Mattheus 7:3)","Paans, M."
,0487a50d-dd89-45d7-b820-7b703c7db8cf,,{820461},{HGA001256086},1981,"Luchtfoto van de derde haven, gezien naar de buitenhaven; op de voorgrond het terrein van de Norfolkline; op de achtergrond de kade en bedrijfsgebouwen van Rijkswaterstaat",Delta-Phot
,048924fe-6bac-44ba-a04a-2b977a20b654,,{0.63815},{HGA001435814},1979,"Schimmelweg nrs. 499-489, gezien van de Camera Obscurastraat naar de Hildebrandstraat","Kempff, P.G."
,048fdac5-9ce5-4840-81fa-147d3554994e,,{0.74561},{HGA001246222},1980,"Vosmaerstraat nr. 78, hoek Beetsstraat","Kempff, P.G."
,049edae2-0e5e-4291-ad97-d0e4ad1b03ba,,{5.14971},{HGA001302737},1900,Geestbrug in Rijswijk. Links van het water de Hoekweg in Voorburg met huizen in aanbouw. Het water hoort sinds 1-1-2002 bij de gemeente Den Haag,"Kiesel, Ernst Max"
,04a05897-4b95-48b5-8cd1-3e8db871e27f,,{0.60432},{HGA001432440},1978,"Rietvoorndaal, achterzijde van huizen, gezien van de kruising Lozerlaan-Escamplaan","Kempff, P.G."
,04a2400b-7153-4ceb-a69d-c50d1f500af4,,{1.62231},{HGA001002216},1971,"Adriaan Engels, organist van de Grote Kerk",Stokvis
,04c2cba6-f31d-4fab-8800-9cf607b32efe,,{0.21622},{HGA001065591},1978,"Gevers Deynootweg, Palace-Hotel, New Orleans Jazzclub","Kempff, P.G."
,04c41638-b808-4c66-922c-66778626c39a,,{870771},{HGA001870771},1970,"Laan van Meerdervoort, gezien naar de hoek met de Suezkade; op de achtergrond de voormalige Huishoudschool",Stokvis
,04c51e33-b4e5-4cd4-939f-a374922f7df0,,{0.38372},{HGA001408192},1978,"Koningin Sophiestraat, St. Thomasklooster","Kempff, P.G."
,04c9cc62-ebbf-4b38-bfd4-9bdbf29f4a0f,,{870032},{HGA001301632},1975,Luchtfoto van de buitenhaven; op de voorgrond de sleephelling; daarachter het terrein van de Norfolk Line en de derde haven,Stokvis
,04ce5fee-83e5-4a67-b8d0-71b46d046bfa,,{0.16567},{HGA001060556},1981,"Dautzenbergstraat nrs. 131-7, gezien van de Van Zeggelenlaan naar de Sinjeur Semeijnsweg","Kempff, P.G."
,04d9479b-1976-4c09-925c-feb4a8ad3eae,,{1.16201},{HGA001053501},1964,"Opening van het clubhuis voor lichamelijk gebrekkige padvinders aan de Brusselselaan door de commissaris van de koningin in Zuid-Holland, mr. J. Klaasesz",Stokvis
,04d99e04-1b64-4b84-8347-fbaa684434d7,,{0.59907},{HGA001431918},1976,"Rederserf, flatgebouw 'Princelandt' in aanbouw op het terrein van het voormalige Grand Hotel; gezien vanaf de Gevers Deynootweg","Kempff, P.G."
,04ef3e15-0306-48e9-9b00-f6feef5b5c60,,{0.63355},{HGA001435357},1963,"Scheveningseweg, Zorgvliet, de ambtswoning van de minister-president",Stokvis
,04efd3ea-5c02-44fc-b207-4b8c34020c9b,,{870359},{HGA001870359},1975,"George Maduroplein, Madurodam, het Begijnenhof","Paans, M."
,04f6d211-b318-4bf6-afcd-32a08252aafc,,{1.60480},{HGA001000478},1955,"Dr. Benjamin Benedikt, geïnstalleerd als opperrabbijn in de synagoge aan de Wagenstraat",Stokvis
,0501cae1-2409-4921-b445-d1f9eb483aba,,{0.18708},{HGA001062687},1981,"Ernest Staasstraat nrs. 37-1, gezien naar de Dautzenbergstraat","Kempff, P.G."
,050bb44e-d380-4a52-b93c-140cd1bf210c,,{0.73055},{HGA001244503},1975,Van Ostadestraat hoek Van Dijckstraat,"Kempff, P.G."
,051428de-2b36-4b54-a29e-fab8f684b2d9,,{820380},{HGA001256005},1984,Luchtfoto Zuiderpark en omgeving met het rechtsonder het zwembad en het voetbalstadion.,Delta-Phot
,0517f739-0cc8-4223-953e-a79177f76703,,{1.13674},{HGA001050992},1953,"Opening van de vergadering der Staten Generaal, koningin Juliana en prins Bernhard in de gouden koets",Stokvis
,053b2abf-2da8-4347-84ae-6a7a7d6ecdc2,,{0.06724},{HGA001032582},1978,Antonie Duyckstraat hoek Frederik Hendriklaan,"Kempff, P.G."
,053d0ccd-f6aa-4573-8899-777bbb42e541,,{0.06720},{HGA001032578},1978,Antonie Duyckstraat nrs. 110-112,"Kempff, P.G."
,0553a9e1-5b79-4dfd-bb74-31fcd96fc903,,{0.40975},{HGA001410782},1981,"Laakweg nrs. 177-152, gezien richting Slachthuisstraat","Kempff, P.G."
,0568b03d-0392-4aa8-826d-12564113026c,,{0.31368},{HGA001404210},1976,"Jan van Nassaustraat, gezien van de Zuid-Hollandlaan richting Wassenaarseweg. Het hoekpand is gesloopt (ca. 1977?) ten behoeve van de verbreding van de Zuid-Hollandlaan","Kempff, P.G."
,056e9723-1168-45c2-b388-85b2bb995eed,,{0.46262},{HGA001416058},1975,"Loosduinseweg nr. 17, Gemeentearchief, indiceringskamer met van links naar rechts C.J.J. Stal, L.N.J. Reints, J.W. van de Wetering bijgenaamd de Rooij, J.W. Voskuil en (geheel rechts) N. Grooss","Kempff, P.G."
,057c104e-563e-4ca2-a4aa-3de9dd81bf5f,,{0.47438},{HGA001439369},1981,"Markensestraat nrs. 9-31, gezien van de Zeezwaluwstraat, links het pand Amelandsestraat nr. 1","Kempff, P.G."
,057c6a97-ac62-494f-8cfc-864d477da9c9,,{0.65444},{HGA001437436},1963,"Sportlaan nr. 40, het bureau van de Sport-Toto",Stokvis
,059148ac-9fb6-4f22-9aa5-8759cee2121d,,{0.60409},{HGA001432417},1983,"1e De Riemerstraat, Katholiek Apostolische kerk","Kempff, P.G."
,05a3a055-c05a-4fc7-a38b-6049cd7082cb,,{0.56137},{HGA001428188},1963,"Plaats, standbeeld van Johan de Witt",Stokvis
,05ab0a40-23f2-40f4-9df8-c45d2647e867,,{1.18520},{HGA001055811},1971,"De staatssecretaris van Cultuur, Recreatie en Maatschappelijk Werk, H.J.L. Vonhoff (r.), opent de tentoonstelling 'Met U naar Afrika' in de kantine van zijn departement. Pater J.B. van Kroonenburg, directeur van het Afrika-museum Berg en Dal, ontvangt de CRM-penning in zilver voor zijn vele verdiensten uit handen van de staatssecretaris",Stokvis
,05b4e7a6-64bb-47fa-81ae-54963c573f07,,{1.17516},{HGA001054810},1968,"De commissaris der Koningin in Zuid-Holland mr. J. Klaasesz (links) ontvangt de fractieleiders van de Haagse gemeenteraad om hen andermaal te horen over de benoeming van de nieuwe burgemeester, in het Provinciehuis aan de Koningskade",Stokvis
,05b8234d-4642-44af-a547-e1bfd29386b4,,{0.48744},{HGA001420813},1981,"Molenslootstraat, gezien van de Slachthuisstraat naar de 1e Laakdwarsweg","Kempff, P.G."
,05cd216a-cad3-45b8-9cae-6302f06fb1ea,,{0.20340},{HGA001064314},1968,"Gedempte Gracht, Markthof",Stokvis
,05cede9a-4a3e-4977-aa30-cdc957b840b7,,{0.84382},{HGA001260096},1953,"Zuiderpark, het maken van een kunstmatige heuvel tot een hoogte van 16,5 meter",Stokvis
,05d2cc15-852f-49bc-a334-d646f78cc4c2,,{0.14649},{HGA001058711},1979,"Camera Obscurastraat nrs. 86-144, gezien naar de Hasebroekstraat","Kempff, P.G."
,05d40e92-c4af-446b-88c7-c7bf85d8bd74,,{0.19893},{HGA001063869},1955,"Fruitweg, douane-ambtenaren controleren belastingkaarten van auto's",Stokvis
,05d71e43-7584-40e7-a791-10947066ea0a,,{0.21667},{HGA001065636},1978,"Gevers Deynootweg, Palace Hotel","Kempff, P.G."
,05d82b86-fd43-454b-8e26-5672b0f1241d,,{0.66429},{HGA001438312},1971,"Spuistraat nr. 72, D.J.-corner in de fashionkelder 'Top Shop' van de fa. Gerzon",Stokvis
,05dbf72a-5778-4c28-86e6-d04650d73464,,{0.40847},{HGA001410654},1982,"Laakhaven, tegenover het Slachthuis","Kempff, P.G."
,05f8d0b7-1787-4f30-8533-ce7057016095,,{6.02282},{HGA001133010},1994,"Paschalispad, gezien van de Dreibholtzstraat naar de Johannes Bildersstraat","Kempff, P.G."
,05fa5dcd-fd47-4d1c-9236-682e1c80791a,,{1.14337},{HGA001051647},1956,Opening van de Zorgvlietsociëteit voor ouderen in een van de lokaliteiten van de Zorgvlietkerk aan de Jan Willem Frisolaan,Stokvis
,060c1fd1-99aa-40d1-9924-38c0532b9601,,{0.37044},{HGA001406868},1990,"Kempstraat, Urban villa's in aanbouw, gezien vanuit wijkpark Transvaal","Philips, Lilian"
,060c7999-11b3-43a0-a684-8ff136b77a65,,{0.52642},{HGA001424707},1980,"Oltmansstraat nrs. 85-69, gezien van de Alberdingk Thijmstraat richting Beetsstraat","Kempff, P.G."
,06141a44-1ee4-4d1a-b421-33ba62b3e43c,,{0.60704},{HGA001432712},1981,"Rosseelsstraat nrs. 2 en hoger, gezien van de Withuysstraat richting Potgieterstraat","Kempff, P.G."
,0625c7ea-d5e9-4e78-9d83-ac7265924170,,{0.42607},{HGA001412412},1980,"Lange Beestenmarkt nrs. 95-9, gezien van het Hoge Zand naar de Prinsegracht","Kempff, P.G."
,062a9f28-aa68-453a-9466-b2e6e53c3818,,{870248},{HGA001870248},1975,"Zeilstraat nr. 124, ""Dependent""","Paans, M."
,06357afb-8c17-48b2-83b4-698ea3555546,,{0.17519},{HGA001061503},1980,"Douwes Dekkerstraat ter hoogte van nr. 80, gezien richting Multatulistraat","Kempff, P.G."
,0637c4bb-50c9-4f97-adb2-8751ad669af1,,{870074},{HGA001301674},1975,"Hoefkade, renovatie Nutswoningen; metselwerk",Stokvis
,0639a310-ab30-4a3f-bd22-5c128b296b94,,{870372},{HGA001870372},1975,"Zuiderpark, in de winter","Paans, M."
,063ec0ee-ea5d-4a6d-9a9d-53bc95e00b55,,{0.30975},{HGA001403818},1975,"Jacobastraat nrs. 4-130, gezien naar de Hillegondastraat","Kempff, P.G."
,06453680-eacf-4ec4-81a2-29c156e351f7,,{1.68725},{HGA001008601},1972,"R. Wijkstra, directeur van de Centrale Verzekeringsbank",Stokvis
,064be822-b9b4-417d-b922-19d0851341fb,,{0.63708},{HGA001435707},1987,"Scheveningseweg, Joodse begraafplaats, vlak voor de start van de restauratie","Kempff, P.G."
,064c6875-89db-452c-bdd9-8f6f41245758,,{1.20781},{HGA001020137},1976,Burgemeester drs. F.G.L.L. Schols brengt een werkbezoek aan het Gemeentearchief. In de bibliotheek in het archiefdepôt: v.l.n.r. gemeentearchivaris drs. H.M. Mensonides; de burgemeester; en de adjunct-gemeentearchivaris drs. H. Bordewijk,"Kempff, P.G."
,0655e261-e26f-484f-9848-691fb40ba6de,,{0.30192},{HGA001403042},1981,"Hugo Verrieststraat nrs. 31-11, gezien richting Jan Wapstraat","Kempff, P.G."
,065d57d4-3220-4565-912e-a3dfe6e0c634,,{1.13750},{HGA001051068},1953,"Mevrouw Deurloo opent in de Kijkduinsestraat te Loosduinen een nieuwe zaal van het Leger des Heils, geheel rechts P. Deurloo",Stokvis
,0667d0d4-7973-4760-bd2a-2d9a5e6bd8b6,,{0.67224},{HGA001440397},1980,"Stastokstraat nrs. 40-46, gezien naar de Van Koetsveldstraat","Kempff, P.G."
,0669f1f8-89f7-4de5-9bfa-594150267fcb,,{860225},{HGA001860225},1945,"Hofweg, ter hoogte van Hotel ""De Twee Steden"", de bevrijders worden ingehaald","Biegstraaten, F.W.H."
,066cd6df-26cf-4d41-a4bd-3fbbaf38d3ff,,{5.11698},{HGA001205100},1994,"Riouwstraat nr. 138, Haags Persbureau Matla (in 1995 overgebracht naar Rijswijk en onderdeel geworden van WIC Media-archieven)","Kempff, P.G."
,067e3be1-3c05-4a09-af19-77aa59468bfc,,{1.66977},{HGA001006879},1972,"F. ten Siethoff, secretaris van de Centrale Adoptieraad",Stokvis
,067f3b0a-9c0d-417f-a6b6-ddc4a208eadd,,{1.68499},{HGA001008377},1969,"Drs. Th.J. Westerhout, Lid van de Tweede Kamer voor de Partij van de Arbeid. Geboren op 19-3-1922 in Utrecht, overleden 3-2-1987 in Vlissingen; staatssecretaris van Binnenlandse Zaken (12/7/1965 tot 22/11/1966)",Stokvis
,06897ead-a4fc-4a33-bb7f-6d1c0a143e20,,{870758},{HGA001870758},1970,"Perspectieffoto Bezuidenhoutseweg, gezien naar de Zijdelaan en de Zijdeweg (Wassenaar); links op de achtergrond een voormalig spoorweg gebouw en rechts daarvan Café Restaurant ""De Landbouw""",Stokvis
,0690f4fc-2f88-4441-b98e-0caae43f43de,,{0.39445},{HGA001409259},1963,Korte Voorhout hoek Lange Houtstraat,Stokvis
,069c7958-6863-4213-957e-677f18ee63d7,,{0.57431},{HGA001429453},1960,"Pompstationsweg, poort van de Cellulaire strafgevangenis",Stokvis
,069f7f4b-9ef2-42cb-8802-60b7736eb5e4,,{0.48743},{HGA001420812},1981,"Molenslootstraat nrs. 34-60, gezien van de 2e Laakdwarsweg","Kempff, P.G."
,06a0d8ec-6af1-498a-96eb-868e34b818d3,,{1.15332},{HGA001052635},1961,"Bezoek van de Oostenrijkse president aan Nederland. Gala-uitvoering in de Koninklijke Schouwburg. Van links naar rechts burgemeester Kolfschoten, de dochter van de president, prins Bernhard, president Schärf en de koningin, Nederlands Ballet",Stokvis
,06a1ce61-e459-4124-881b-1631ef94bfa9,,{0.05438},{HGA001031299},1978,Adriaan Pauwstraat,"Kempff, P.G."
,06a28e52-7f87-41e1-8b3a-b497af69442e,,{883077},{HGA001302557},1965,Vlamingstraat gezien van de kant van de Grote Markt,"Schuring-van Nunen, Ton en Elly"
,06a29a44-4ebd-4130-b65f-16338f31dbfa,,{0.45349},{HGA001415149},1960,"Lippe-Biesterfeldweg, vroeger Stationsweg (L.), het asfalteren van de Stationsweg",Stokvis
,06a911a6-e169-4de3-a2b6-c19d4f1c30ef,,{1.64052},{HGA001004000},1981,"J.W.M. Klomp, hoofd van de afdeling Inlichtingen van het Gemeentearchief. Per 1 mei 1981 neemt hij ontslag","Kempff, P.G."
,06ad232d-f6bc-49b3-a79c-608ef4cc62e1,,{0.26894},{HGA001070718},1980,"Hasebroekstraat, oneven zijde, gezien naar de Jonathanstraat","Kempff, P.G."
,06aefa80-66b1-44c6-9451-fe2380b4d5ac,,{0.74176},{HGA001245632},1993,"Vlagstraat, gezien van het Schipperplein naar de Wimpelstraat","Kempff, P.G."
,06bf55b4-3a60-44cf-9366-0bb6d37c02d6,,{1.27910},{HGA001027114},1984,Eerste publicitaire bijeenkomst van de Stichting tot Instandhouding van de Joodse Begraafplaats. Drs. P.H. Enthoven (voorzitter) op het spreekgestoelte,"Kempff, P.G."
,06c4b53c-55f6-4a12-bdc3-a44671cbda80,,{0.31444},{HGA001404286},1981,"Jan Wapstraat nr. 193 en lager, gezien van de Van Zeggelenlaan richting Aarnout Drostlaan","Kempff, P.G."
,06da3a4f-8af3-4509-be85-c7759204869d,,{0.14479},{HGA001058542},1980,"Busken Huetstraat nrs. 73 en 23-13,  gezien van de Beetsstraat richting Alberdingk Thijmstraat","Kempff, P.G."
,06e584f7-0825-4bfd-8ebd-c95fc3053b30,,{0.81724},{HGA001254930},1981,Westduinweg hoek Kranenburgweg (r.) met de Immanuelkerk (Kranenburgweg nr. 93),"Kempff, P.G."
,06e7aaaf-62f2-428a-865b-8b0c8cefed16,,{1.52792},{HGA001138045},1972,"Spelers van de Haagse Comedie met o.a. Guido de Moor, Joris Diels, Paul Steenbergen, Carl van der Plas en Wim Rooy",Stokvis
,06e8510d-c501-405a-ac42-b99b42c6ef4b,,{0.40961},{HGA001410768},1976,"Laakweg, fabriekshal van uitgeverij Ten Hagen","Kempff, P.G."
,06f1ca6a-97ef-457d-8719-d381953ed895,,{0.22231},{HGA001066199},1982,Goudriaankade vanaf de Rijswijkseweg,"Kempff, P.G."
,07067509-c781-48de-baae-6419bc01a6b6,,{0.17901},{HGA001061885},1981,Duivelandsestraat nrs. 15-5 en Tholensestraat nrs. 179-169,"Kempff, P.G."
,0714758b-302a-4ec7-a0b1-9832a5ea51f2,,{0.80174},{HGA001418913},1937,Een motorwagen (rijtuignummer 6) van de HTM is ontspoord op het Rijswijkseplein,Polygoon (meer dan 70 jaar geleden gepubliceerd)
,0714e9ec-4af5-499c-aaef-7bfa590fe5c8,,{1.68653},{HGA001008529},1969,"Prof. dr. H.J. Witteveen, minister van Financiën. Geboren op 12 juni 1921 in Zeist; lid van de Eerste Kamer (1958-1963); minister van Financiën (1963-1965)",Stokvis
,071512a1-3475-446b-b31a-74ec19bbb0c6,,{1.21987},{HGA001021337},1977,"Drs. H.M. Mensonides spreekt een dankwoord tijdens zijn afscheid als gemeentearchivaris in de tentoonstellingszaal van het gemeentearchief, Loosduinseweg nr. 17","Kempff, P.G."
,071ca35a-357f-4b8a-bcd5-b69eae924c31,,{870462},{HGA001870462},1975,"Vissershavenstraat nr. 277, Bejaardencentrum 'Het Uiterjoon', gevelwand, gezien naar de Vissershavenweg","Paans, M."
,071f771c-5330-49dc-aded-73262c0b70e5,,{0.22228},{HGA001066196},1982,"Goudriaankade, vanaf de Trekweg","Kempff, P.G."
,0728de78-8b16-43fc-ad34-f8a21d011009,,{0.08200},{HGA001034047},1980,"Beetsstraat nrs. 353-313, gezien van de Busken Huetstraat naar de Schimmelweg","Kempff, P.G."
,072be96d-061d-44e8-b7f3-d12218e79bcc,,{0.36452},{HGA001406277},1980,"Keggestraat, gezien van het Hildebrandplein richting Beetsstraat","Kempff, P.G."
,072e03d2-c5a4-47d0-abbb-5dc1665e9f61,,{0.51716},{HGA001423781},1975,"Noordeinde, koninklijk paleis","Kempff, P.G."
,075ae14b-8f33-4f25-aaa5-7fd8a1dbb76e,,{0.26925},{HGA001070749},1980,"Hasebroekstraat nrs. 4-18, gezien richting Jonathanstraat","Kempff, P.G."
,0765c7e7-0f2d-49e1-95c9-68ff211569a8,,{1.18280},{HGA001055572},1970,"Ondertekening van het verdrag tot toetreding van Nederland tot het Frans-Duitse luchtbusproject. Van links naar rechts de staatssecretaris van Verkeer en Waterstaat, M.J. Keyzer; de Franse ambassadeur Christian de Margerie, minister mr. J.M.A.H. Luns en de Duitse ambassadeur M. Arnold",Stokvis
,076cd63b-ee0d-452c-96dd-5c6564797c09,,{0.46256},{HGA001416052},1975,"Loosduinseweg nr. 17, Gemeentearchief, gang naar de kamer van de gemeente-archivaris","Kempff, P.G."
,076db912-a191-4a50-a5d9-2e68dc787484,,{0.73614},{HGA001245063},1981,"Van Zeggelenlaan nrs. 76-100, gezien naar de Capadosestraat","Kempff, P.G."
,07725a33-056a-4558-811b-5d51c265575c,,{6.15401},{HGA001227323},1972,"Voorburg, Huygenslyceum aan de Carel Vosmaerstraat nr. 1, computergebruik",Stokvis
,077c257f-556d-44ca-bc03-b5bfcfa33c98,,{0.31960},{HGA001404801},1981,"Johan Gramstraat nrs. 47-5 en 4-52, gezien van de Isingstraat naar de Laakkade","Kempff, P.G."
,07887760-391f-4809-8dde-3a76ef5061ae,,{0.42100},{HGA001411907},1972,Laan van Nieuw Oost Indië. Station,Stokvis
,078b5cdf-18d5-482e-9764-a0be1107d4e2,,{0.48262},{HGA001439894},1954,"Melis Stokelaan, noodkerk 'De Morgenster' van de Nederlands Hervormde Gemeente. Rechts de gelijknamige kleuterschool",Stokvis
,079570ae-69c4-4f10-a562-c9770795a435,,{0.85144},{HGA001260901},1982,"Zuigerstraat, tot nr. 19","Kempff, P.G."
,07aa61fe-dc00-41b9-a3e6-438565d2c061,,{1.13553},{HGA001050871},1953,Autoveiling op het terrein van de Houtrusthallen door de Eerste Nederlandse Autoveiling Organisatie,Stokvis
,07acbfb9-970f-4a3c-9e47-18150c70ce8c,,{0.22446},{HGA001066414},1980,"Gravenstraat, gezien van het Buitenhof naar de Groenmarkt","Kempff, P.G."
,07bb144c-4ad6-4f0a-aaf5-7f37b28057d5,,{1.18435},{HGA001055727},1971,Opening van de vergadering der Staten-Generaal. De koninklijke familie arriveert bij de ingang van de Ridderzaal,Stokvis
,07c3af30-48e8-41a2-a3e1-ef6fcede749e,,{0.64416},{HGA001436410},1979,"Sinjeur Semeynsweg nrs. 123 en hoger, gezien van de Tonystraat richting Van Zeggelenlaan","Kempff, P.G."
,07c6ecbf-c6d4-4613-885b-48a2f08ebfca,,{820357},{HGA001255982},1983,"Luchtfoto centrum en stadsvernieuwing Stationsbuurt. Van beneden naar boven het Prins Bernhardviaduct. Het bouwterrein rechts daarvan wordt verder begrensd door de Zwarteweg (boven), de Uilebomen (rechts) en de Nieuwe Haven (onder). Aan de andere kant van het viaduct de braakliggende terreinen waar later de Zwarte Madonna en het Ministerie van VROM zouden worden gebouwd. Op de achtergrond het Centraal Station.",Delta-Phot
,07cd7b0a-7ce8-4190-b539-11ff76ebd374,,{870130},{HGA001301730},1975,"Eerste haven, terminal van de 'Norfolk Ferry Services' met de ""Duke of Norfolk""",Stokvis
,07d0e8c5-293d-41a3-8a35-0b5e8bad4d7b,,{6.02397},{HGA001133209},1994,"Hanedoesstraat nrs. 60-42, gezien van de Wassenaarseweg naar de Breitnerlaan","Kempff, P.G."
,07d6e0b0-c353-405d-af5b-72c04a93fc02,,{820354},{HGA001255979},1983,Luchtfoto Groente- en Fruitmarkt. De Marktweg bij het Laakkanaal.,Delta-Phot
,07debe17-369a-4464-b37e-0892ff5b1443,,{0.17529},{HGA001061513},1980,"Douwes Dekkerstraat nrs. 50-64, gezien richting Multatulistraat","Kempff, P.G."
,07def1f8-e3dc-4758-8ce3-fe98c8e0e3f6,,{1.60914},{HGA001000912},1990,Gemeentearchivaris drs. H. Bordewijk in zijn kamer op het gemeentearchief van 's-Gravenhage,"Kempff, P.G."
,07ecefd2-70a0-4e96-b0f1-344117fe0fbe,,{870772},{HGA001870772},1970,"François Valentijnstraat, dichtgetimmerde panden met op nr. 69 'Prettige kerstdagen en een [goed] 1970. Truus/Eric'; op de achtergrond het kantoorgebouw van Badger aan de Prinses Beatrixlaan",Stokvis
,080a86e2-cac4-44ee-b73c-256b1eab7276,,{0.52690},{HGA001424755},1980,"Oltmansstraat nrs. 8-16, gezien richting Schaapherderstraat","Kempff, P.G."
,08112c98-b1c7-4b62-9026-ab8a5f9c5e7b,,{1.68551},{HGA001008428},1978,"W. Wieringa, voorzitter van de Christelijke Centrale voor Overheidspersoneel (CCOP) en tweede voorzitter van het samenwerkingsverband van de vijf centrales van overheidspersoneel",Stokvis
,08152a13-4ea2-4236-a391-7569fc650bf7,,{0.44543},{HGA001414344},1986,"Leeghwaterplein, hoek Cruquiusstraat","Kempff, P.G."
,0816f030-0914-4f63-afa2-56c9df25b9b9,,{0.63139},{HGA001435141},1976,"Van Stolkweg, Promenade-hotel","Kempff, P.G."
,08174619-cd82-470f-a4cc-0209e602e663,,{0.68578},{HGA001441344},1990,Suze Robertsonstraat,"Philips, Lilian"
,08242c98-135d-4f5e-87fd-43c8905b1cdc,,{0.41033},{HGA001410840},1975,"Laan Copes van Cattenburch nr. 139, één van de panden van Lippmann's verzekeringen","Kempff, P.G."
,0824af5f-7210-4500-b147-ce9c070b0cf8,,{0.79340},{HGA001251469},1968,Strand op een zeer drukke voorjaarsdag,"Brugge, G.J. ter"
,08256df7-acda-4282-96ab-62c4bb75a0b3,,{0.61567},{HGA001433573},1976,"Rijswijkseweg, glaspaleis met de Trekweg en de Trekvliet er in weerspiegeld","Kempff, P.G."
,0826003c-a0b6-4845-9142-942c50a68273,,{0.31465},{HGA001404307},1963,"Jan Willem Frisolaan nr. 4, 'De Nieuwe Meisjesschool', Mozaïek bij de hoofdingang vervaardigd door de Haarlemse kunstenares Nel Bouhuys-Klaassen",Stokvis
,082bd61b-29e0-45d2-b7c7-ce9572edfe57,,{0.70569},{HGA001443327},1975,"Turfmarkt, busstation, met rechts het Spui en op de achtergrond het begin van het Prins Bernhardviaduct","Kempff, P.G."
,083cb31c-0fa0-43ec-919a-4e4eff5e2192,,{870554},{HGA001870554},1975,"Lange Voorhout nr. 2, Kloosterkerk, interieur","Paans, M."
,083d7efd-47e5-49f5-809e-5a17f666d7a1,,{860228},{HGA001860228},1945,"Lange Voorhout, kwartier van de Town Major in Hotel des Indes; voor de entree Duitse militairen in gesprek met BS'ers","Biegstraaten, F.W.H."
,0842c216-bc4a-4ce5-a915-ecafcd623f4d,,{0.72479},{HGA001243929},1975,"Van Hogendorpstraat, gezien richting Oranjeplein","Kempff, P.G."
,0842d80c-475c-40bf-ba3c-c27c50c0cbc2,,{0.18711},{HGA001062690},1981,"Ernest Staasstraat nrs. 2-18, gezien naar de Dautzenbergstraat","Kempff, P.G."
,084a394b-8235-493d-96c3-d4c3cf04e4fb,,{0.17250},{HGA001061236},1981,"Houtrustweg, Scheveningen Radio","Kempff, P.G."
,084fe932-9921-4512-a0e2-1fee66226c60,,{0.61692},{HGA001433698},1982,"Rijswijkseweg nr. 23, hoek Waldorpstraat","Kempff, P.G."
,085bbde7-a171-45e6-9dd4-4f62b366e494,,{820329},{HGA001255954},1982,"Luchtfoto stadsvernieuwing Schilderswijk, gezien vanaf de Vaillantlaan naar het noorden. Van middenonder schuin naar rechts de Hoefkade. Het grasveld links van het midden is het Zuidwalland.",Delta-Phot
